Timestamp,Elapsed,Cathode_Ch1_V,Cathode_Ch1_I,Cathode_Ch1_Status,Anode_Ch2_V,Anode_Ch2_I,Anode_Ch2_Status,Grid_Ch3_V,Grid_Ch3_I,Grid_Ch3_Status
16:39:14,60.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:15,61.74,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:16,62.55,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:17,63.34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:18,64.17,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:18,64.98,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:19,65.76,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:20,66.58,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:21,67.35,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:22,68.13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:22,68.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:23,69.06,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:23,69.88,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:24,70.66,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:25,71.52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:26,72.27,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:27,73.07,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:27,73.86,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:28,74.64,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:29,75.43,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:29,75.64,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:39:29,75.85,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
16:39:30,76.63,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
16:39:31,77.43,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
16:39:32,78.24,0.0,0.0,1,0.0,0.0,1,60.0,0.20000000298023224,1
16:39:33,79.02,0.0,0.0,1,0.0,0.0,1,97.0,0.20000000298023224,1
16:39:33,79.82,0.0,0.0,1,0.0,0.0,1,100.0,0.20000000298023224,1
16:39:34,80.56,0.0,0.0,1,0.0,0.0,1,100.0,0.20000000298023224,1
16:39:34,80.77,0.0,0.0,0,0.0,0.0,0,100.0,0.20000000298023224,0
16:39:35,81.57,0.0,0.0,0,0.0,0.0,0,100.0,0.20000000298023224,0
16:39:36,82.36,0.0,0.0,0,0.0,0.0,0,70.0,0.0,0
16:39:37,83.21,1.0,0.0,0,0.0,0.0,0,44.0,0.0,0
16:39:38,84.03,52.0,0.0,0,24.0,0.0,0,21.0,0.0,0
16:39:38,84.82,44.0,0.0,0,20.0,0.0,0,14.0,0.0,0
16:39:39,85.62,38.0,0.0,0,17.0,0.0,0,42.0,0.0,0
16:39:40,86.44,32.0,0.0,0,15.0,0.0,0,34.0,0.0,0
16:39:41,87.23,28.0,0.0,0,12.0,0.0,0,29.0,0.0,0
16:39:42,88.04,24.0,0.0,0,10.0,0.0,0,25.0,0.0,0
16:39:42,88.83,17.0,0.0,0,7.0,0.0,0,18.0,0.0,0
16:39:43,89.62,15.0,0.0,0,6.0,0.0,0,15.0,0.0,0
16:39:44,90.41,13.0,0.0,0,5.0,0.0,0,13.0,0.0,0
16:39:45,91.22,10.0,0.0,0,4.0,0.0,0,11.0,0.0,0
16:39:46,92.05,8.0,0.0,0,3.0,0.0,0,8.0,0.0,0
16:39:46,92.88,7.0,0.0,0,2.0,0.0,0,7.0,0.0,0
16:39:47,93.69,5.0,0.0,0,1.0,0.0,0,5.0,0.0,0
16:39:48,94.51,4.0,0.0,0,1.0,0.0,0,5.0,0.0,0
16:39:49,95.3,4.0,0.0,0,1.0,0.0,0,4.0,0.0,0
