Timestamp,Elapsed,ch0_setV,ch0_monV,ch0_setI,ch0_monI,ch0_status,ch1_setV,ch1_monV,ch1_setI,ch1_monI,ch1_status,ch2_setV,ch2_monV,ch2_setI,ch2_monI,ch2_status,ch3_setV,ch3_monV,ch3_setI,ch3_monI,ch3_status,ch4_setV,ch4_monV,ch4_setI,ch4_monI,ch4_status,ch5_setV,ch5_monV,ch5_setI,ch5_monI,ch5_status
2026-03-23 16:40:39,0.15,0.0,18.0,20.0,0.0,0,0.0,12.0,20.0,0.0,0,0.0,33.0,10.0,0.0,0,0.0,31.0,10.0,0.0,0,0.0,16.0,10.0,0.0,0,0.0,33.0,10.0,0.0,0
2026-03-23 16:40:40,0.86,0.0,16.0,20.0,0.0,0,0.0,11.0,20.0,0.0,0,0.0,30.0,10.0,0.0,0,0.0,28.0,10.0,0.0,0,0.0,15.0,10.0,0.0,0,0.0,30.0,10.0,0.0,0
2026-03-23 16:40:40,1.59,0.0,15.0,20.0,0.0,0,0.0,10.0,20.0,0.0,0,0.0,28.0,10.0,0.0,0,0.0,26.0,10.0,0.0,0,0.0,14.0,10.0,0.0,0,0.0,28.0,10.0,0.0,0
2026-03-23 16:40:41,2.31,0.0,14.0,20.0,0.0,0,0.0,9.0,20.0,0.0,0,0.0,26.0,10.0,0.0,0,0.0,24.0,10.0,0.0,0,0.0,13.0,10.0,0.0,0,0.0,26.0,10.0,0.0,0
2026-03-23 16:40:42,3.02,0.0,13.0,20.0,0.0,0,0.0,8.0,20.0,0.0,0,0.0,24.0,10.0,0.0,0,0.0,22.0,10.0,0.0,0,0.0,12.0,10.0,0.0,0,0.0,25.0,10.0,0.0,0
2026-03-23 16:40:42,3.74,0.0,12.0,20.0,0.0,0,0.0,7.0,20.0,0.0,0,0.0,22.0,10.0,0.0,0,0.0,20.0,10.0,0.0,0,0.0,11.0,10.0,0.0,0,0.0,23.0,10.0,0.0,0
2026-03-23 16:40:43,4.46,0.0,12.0,20.0,0.0,0,0.0,6.0,20.0,0.0,0,0.0,20.0,10.0,0.0,0,0.0,19.0,10.0,0.0,0,0.0,10.0,10.0,0.0,0,0.0,21.0,10.0,0.0,0
2026-03-23 16:40:44,5.18,0.0,10.0,20.0,0.0,0,0.0,6.0,20.0,0.0,0,0.0,19.0,10.0,0.0,0,0.0,17.0,10.0,0.0,0,0.0,9.0,10.0,0.0,0,0.0,20.0,10.0,0.0,0
2026-03-23 16:40:45,5.89,0.0,10.0,20.0,0.0,0,0.0,5.0,20.0,0.0,0,0.0,18.0,10.0,0.0,0,0.0,16.0,10.0,0.0,0,0.0,9.0,10.0,0.0,0,0.0,18.0,10.0,0.0,0
2026-03-23 16:40:45,6.63,0.0,9.0,20.0,0.0,0,0.0,4.0,20.0,0.0,0,0.0,16.0,10.0,0.0,0,0.0,15.0,10.0,0.0,0,0.0,8.0,10.0,0.0,0,0.0,17.0,10.0,0.0,0
