Timestamp,Elapsed,ch0_setV,ch0_monV,ch0_setI,ch0_monI,ch0_status,ch1_setV,ch1_monV,ch1_setI,ch1_monI,ch1_status,ch2_setV,ch2_monV,ch2_setI,ch2_monI,ch2_status,ch3_setV,ch3_monV,ch3_setI,ch3_monI,ch3_status,ch4_setV,ch4_monV,ch4_setI,ch4_monI,ch4_status,ch5_setV,ch5_monV,ch5_setI,ch5_monI,ch5_status
2026-03-23 15:02:51,6.42,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:02:53,8.21,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:02:55,10.06,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:02:57,11.76,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:02:58,13.1,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:03:00,14.81,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:03:01,16.2,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:03:02,17.33,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:03:03,18.54,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:03:05,20.01,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
2026-03-23 15:03:06,21.27,0.0,1.0,20.0,0.0,0,0.0,0.0,20.0,0.0,1,0.0,2.0,10.0,0.0,1,0.0,1.0,10.0,0.0,1,0.0,0.0,10.0,0.0,0,0.0,1.0,10.0,0.0,0
