Timestamp,Elapsed
2026-03-23 14:28:15,6.76
2026-03-23 14:28:26,17.64
2026-03-23 14:28:29,20.25
2026-03-23 14:28:33,24.06
2026-03-23 14:28:42,33.7
2026-03-23 14:28:53,44.81
2026-03-23 14:28:54,45.63
2026-03-23 14:29:10,61.32
2026-03-23 14:29:11,62.1
