# HV Ramp Log
# Start time: 2026-02-12T12:37:38
# Operator(s): Paolo Soffitta, Hemanth Manikantan
# Setup: WGW15-G6, ArDME8020, 160-40ccpm, 1.1 bar
#
timestamp,step,channel,checked,Vgrid,Vanode,Vcathode,Note
2026-02-12T12:38:16,01,CH1,True,0,0,50,
2026-02-12T12:38:17,01,CH2,True,0,0,50,
2026-02-12T12:38:19,01,CH3,True,0,0,50,
2026-02-12T12:38:20,02,CH1,True,50,50,100,
2026-02-12T12:38:21,02,CH2,True,50,50,100,
2026-02-12T12:38:23,02,CH3,True,50,50,100,
2026-02-12T12:38:30,03,CH1,True,100,100,150,
2026-02-12T12:38:34,03,CH2,True,100,100,150,
2026-02-12T12:38:38,03,CH3,True,100,100,150,
2026-02-12T12:38:41,04,CH1,True,150,150,200,
2026-02-12T12:38:45,04,CH2,True,150,150,200,
2026-02-12T12:38:49,04,CH3,True,150,150,200,
2026-02-12T12:38:53,05,CH1,True,200,200,250,
2026-02-12T12:38:58,05,CH2,True,200,200,250,
2026-02-12T12:39:02,05,CH3,True,200,200,250,
2026-02-12T12:39:41,06,CH1,True,250,250,300,
2026-02-12T12:39:49,06,CH2,True,250,250,300,
2026-02-12T12:39:52,06,CH3,True,250,250,300,
2026-02-12T12:39:56,07,CH1,True,275,275,325,
2026-02-12T12:40:00,07,CH2,True,275,275,325,
2026-02-12T12:40:04,07,CH3,True,275,275,325,
2026-02-12T12:40:11,08,CH1,True,300,300,350,
2026-02-12T12:40:13,08,CH2,True,300,300,350,
2026-02-12T12:40:17,08,CH3,True,300,300,350,
2026-02-12T12:40:21,09,CH1,True,325,325,375,
2026-02-12T12:40:26,09,CH2,True,325,325,375,
2026-02-12T12:40:29,09,CH3,True,325,325,375,
2026-02-12T12:40:38,10,CH1,True,325,325,425,
2026-02-12T12:40:45,11,CH1,True,325,325,475,
2026-02-12T12:40:51,12,CH1,True,325,325,525,
2026-02-12T12:40:52,13,CH1,True,325,325,575,
2026-02-12T12:40:57,14,CH1,True,325,325,625,
2026-02-12T12:41:03,15,CH1,True,325,325,675,
2026-02-12T12:41:05,16,CH1,True,325,325,725,
2026-02-12T12:41:08,17,CH1,True,325,325,775,
2026-02-12T12:41:13,18,CH1,True,325,325,825,
2026-02-12T12:41:15,19,CH1,True,325,325,875,
2026-02-12T12:41:18,20,CH1,True,325,325,925,
2026-02-12T12:41:23,21,CH1,True,325,325,975,
2026-02-12T12:41:24,22,CH1,True,325,325,1025,
2026-02-12T12:41:29,23,CH1,True,325,325,1075,
2026-02-12T12:41:32,24,CH1,True,325,325,1125,
